,Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
10,Architect I - Data Science,"Job Title
Architect I - Data Science
Job Description


Key Areas of Responsibility:
Proven hands-on programming experience in Python, R and SQL
Excellent knowledge of various data science, AI algorithms
Full Stack software engineer responsible for analyzing and understanding the requirements and translation to product engineering
Quick in technical/functional area of key modules detail understanding and develop quick working prototypes
Strong SQL background with ability to write complex queries, procedures on SQL
Ensure deliverable are on time and of high quality
Strong passion for empirical research and for answering hard questions with data
Experience & Skill Competency:
BE /B.Tech/M.Tech Degree in CS/EE/IT
Experience in software engineering with OOPS and scripting background. Knowledge of Python, R and SQL is required.
Expertise in development, testing and debugging skills
Background in Machine Learning/ Statistical Analysis
Translates requirements to high-level design and then implementation
Role Competency & Personal characteristics
Fast learner. Ability to grasp key concepts quickly with minimal or no supervision
Go-getter Attitude. Ability to take ownership of team goals and deliver it with quality and within required timeline
Team Player attitude. Key characteristic of the individual who puts the team first before self.
Ability to think out of box: Ability to come up with bright ideas and always looking at the next big thing in technology
Flexible and willingness to stretch oneself when needed.
Working with multisite teams, Quality conscious and Process & customer oriented
Excellent communication and documentation skills
#LI-MK2

Contact


If you forgot your password, you can click the Forgot Password button on the Sign In screen to reset it.

If you have any other questions regarding the recruitment process please refer to our FAQs. In case of technical difficulties with the website, please send an email to careersite@philips.com.
(Note: To ensure fairness and legal compliance in our recruitment processes, only technical issues will be monitored through the above inbox. Please do not submit resumes or applications to this email, as they will not be reviewed. Only applications received through the online application process will be considered.)",3.9,"Philips
3.9",Bengaluru,"Amsterdam, Netherlands",10000+ employees,1891,Company - Public,Healthcare Services & Hospitals,Healthcare,₹500+ billion (INR)
11,Data Scientist Intern,"Amazon Internet Services Private Limited (AISPL), is seeking a talented, self-directed Intern Data Scientist to help use massive amounts of data to develop Machine Learning (ML) and Deep Learning (DL). The role will focus on public sector and healthcare, to derive business value through the adoption of Artificial Intelligence (AI). If you have experience with AI/ML-Data Science, including building ML or DL models, wed like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers.

At Amazon Web Services (AWS), we are helping public sector healthcare build ML and DL models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. Our AI/ML and Analytics team works together with our AWS customers to address their business needs using AI.

This role will support the public sector AI/ML & Analytics team of AISPL and contribute to creation of healthcare data models for programs categorized as high impact by AISPL.

We are looking for a talented individual who is capable of using ML and other techniques to design, evangelize, and implement state-of-the-art solutions for never-before-solved problems.


Roles & Responsibilities:
· Design data architectures and data lakes
· Provide expertise in the development of ETL solutions on AWS
· Use ML tools, such as Amazon SageMaker Ground Truth (GT) to annotate data. Work with the team on designing workflow and user interface for GT annotation.
· Collaborate with our data scientists to create scalable ML solutions for business problems
· Interact with customer directly to understand the business problem, help and aid them in implementation of their ML ecosystem
· Analyze and extract relevant information from large amounts of historical data - provide hands-on data wrangling expertise
· Work closely with account team, research scientist teams and product engineering teams to drive model implementations and new algorithms
Basic Qualifications
· BS in computer science, or related technical, math, or scientific field
· Working knowledge of deep learning, machine learning and statistics
· User interface experience with Javascript, HTML
· Knowledge of ETL tools and databases (both SQL-based, NoSQL)
· Experience in using Python, R or Matlab or other statistical/machine learning software
· Strong communication and data presentation skills

Preferred Qualifications
· The motivation to achieve results in a fast-paced environment
· Comfortable working in a fast paced, highly collaborative, dynamic work environment
· Professional oral and written communication skills in English
· Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences
· Experience with AWS technologies like Redshift, S3, EC2, Data Pipeline, & EMR



Basic Qualifications

Basic Qualifications
· BS in computer science, or related technical, math, or scientific field
· Working knowledge of deep learning, machine learning and statistics
· User interface experience with Javascript, HTML
· Knowledge of ETL tools and databases (both SQL-based, NoSQL)
· Experience in using Python, R or Matlab or other statistical/machine learning software
· Strong communication and data presentation skills


Preferred Qualifications

Preferred Qualifications
· The motivation to achieve results in a fast-paced environment
· Comfortable working in a fast paced, highly collaborative, dynamic work environment
· Professional oral and written communication skills in English
· Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences
· Experience with AWS technologies like Redshift, S3, EC2, Data Pipeline, & EMR",4.3,"Amazon
4.3",Gurgaon,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR)
12,Data Scientist Sales & Channel,"HP is the worlds leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.
We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.
At HP, the future is yours to create!
If you are our Data Scientist in India, you will get an opportunity to work on below.

o Mines data using modern tools and programming languages.
o Defines and implements models to uncover patterns and predictions creating business value and innovation.
o Works with the business to understand the business domain perspective.
o Effectively tells stories with the data using visualization tools/methods to demonstrate insight impact and business value.
o Assures accuracy, integrity, and compliance of cleansed data.
o Maintains proficiency within the data science domain by keeping up with technology and trend shifts.
o Leads a project team of data science professionals
o Collaborates and communicates with project team regarding project progress and issue resolution.
o Represents the data science team for all phases of larger and more-complex development projects.
o Provides guidance, training and mentoring to less experienced staff members.

Are you a high-performer? We are looking for an individual with:

o Using statistics, mathematics, algorithms and programming languages.
o Understanding of how to manage disparate unstructured and structured data in a distributed environment.
o Fluent in structured and unstructured data and modern data transformation methodologies.
o Ability to create models to pull valuable insights from data.
o Create stories and visualizations to describe and communicate data insights.
o Ability to use creativity to spot trends and tease out patterns in large datasets.

#LIPOST",4.1,"HP Inc.
4.1",Bengaluru,"Palo Alto, CA",10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
13,Data Scientist,"What it’s like to work with the world’s fastest-growing Healthcare Technology Company


At Innovaccer, we go beyond the normal. We believe in doing things differently. So don’t expect - old-school cubicles, slow pace, and anything remotely dull.

What you can expect is plenty of support and guidance from your colleagues, freedom to take risks, and opportunities to learn from each other.

The healthcare industry is witnessing a transformational shift and we are committed to helping healthcare work as one. Taking on new challenges head-on and building something that can create a huge impact is a part of our culture.

We love organized chaos. So, if you are looking for a typical 9 to 5 job where you are told what to do, this may not be for you. When you work with Innovaccer, you are your own boss.

Your Role


Marketing Operations is a critically important department, enabling the leadership to grow and run the business more effectively. A Marketing Operations associate would be an individual with a strong interest in learning how a business is run, how the growth is tracked. Therefore, has the required technical know-how to build intelligent processes, create a live dashboard, and develop algorithms to assist decision making. You will be working closely with the Director Marketing and Operations Team. This role requires a highly resourceful individual with emotional intelligence, analytical skills, strong ML Knowledge, and expertise in coding.

A Day in the Life
Working closely with the leadership to devise data-driven strategies and improve process efficiency.
Leading an analytic solution module, or working as part of a larger team in data science projects.
Driving data-derived insights across a wide range of divisions by developing advanced statistical models, machine learning algorithms, and computational algorithms based on business initiatives.
Creating and Integrating Databases and from multiple sources and helping Analytics and Operation vertical with decision making and predictive abilities.
Directing the gathering of data, assessing data validity, and synthesizing data into large analytics datasets to support project goals.
Liaise with department heads and their reportees to discuss the progress on their goals, highlight the deviations, prepare solutions, and monitor progress on next steps
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress. Automation Engineering
Integrate multiple data sources and databases into one system using Python
Develop live dashboards using SQL and NoSQL databases like MySQL, MongoDB, Elastic search
Develop algorithms to boost Marketing and Sales Activities
Help in general automation and integration of different tools.
Skills Required
Self-starter, curious, accountable, enjoys a healthy level of autonomy, strong work ethic, able
to succeed in a fast-paced, high-intensity startup environment
Highly-developed communication skills (written/verbal) and interpersonal savvy
Strong knowledge of Data Structures and Algorithms.
Proven experience of writing modular and reusable code using JavaScript/Python frameworks
Proven experience with Git
Proficiency with Python and basic libraries for machine learning such as scikit-learn and
pandas
Experience with BI Tools is a plus
What You Need
B.Tech in quantitative discipline
0-12 months of experience in a software engineering/Data Science profile
What We Offer
Industry-focused Certifications: We want you to be a subject matter expert in what you do. So, whether it’s our product or our domain, you will dive straight in and be certified by the best in the world.
Quarterly Rewards and Recognition Programs: We foster learning and encourage people to take moonshots. When you achieve your goals, we recognize and reward your hard work.
Health Benefits: We cover health insurance for you and your loved ones.
Sabbatical Policy: We encourage people to take time off and rejuvenate, upskill and pursue their interests so that they can generate new ideas for innovating at Innovaccer.
Pet-friendly office and open floor plan. No mundane cubicles.


Apply Here


Job Title

Data Scientist


Department

Marketing & Partnerships


Employment Type

Full-Time


Location

Noida",3.8,"InnovAccer
3.8",Noida,"San Francisco, CA",501 to 1000 employees,2014,Company - Private,Healthcare Services & Hospitals,Healthcare,₹1 to ₹5 billion (INR)
14,Data Scientist,"Job Description
Managing 2 to 3 business lines Provide end to end analytical support for the given business lines with an objective of increasing marketing efficiencies / customer value Develop predictive models, behavioral segments and event triggers Build predictive models / behavioral segments / event triggers for x-sell / activation / retention / attrition control - models to meet minimum performance benchmark To be done for all product / business lines handled by the analyst Analyse portfolio for solving business problems / identifying new opportunities Work with business / campaign stakeholders to understand objective / problem statement, generate hypothesis to solve the objective / problem and run statistical analysis to validate the same Regular interaction with business / product / campaigns teams Work jointly with campaigns and business team to identify business problem, discuss analytical approach and explain the solution which has been developed Ensuring all new analytical solutions are utilized Work jointly with campaigns and business team to ensure that minimum 60% of analytical solutions developed in the FY are utilized for campaigns / on ground activities.
Seek feedback from campaigns and business which can be plugged back to the analytical solution Monitoring performance of predictive scorecards / solutions Monthly monitoring of performance of predictive scorecards / solutions and ensuring the performance is as per the internal benchmarks through regular enhancements of the solutions.

Skills
Strong logical, analytical & mathematical skills
Banking Product & Process Knowledge
Project Management Skills
Good Communication skills",3.6,"HDFC Bank
3.6",Chennai,"Mumbai, India",10000+ employees,1995,Company - Public,Banks & Building Societies,Finance,₹500+ billion (INR)
15,Data Science-Python Programming Language,"Job Skill: Python Programming Language
Designation: Career Level - 11-Analyst
Job Location: Mumbai
Qualifications: Any Graduation
Years of Experience: 3-5 years
About Accenture


Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions underpinned by the worlds largest delivery network Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With 513,000 people serving clients in more than 120 countries, Accenture brings continuous innovation to help clients improve their performance and create lasting value across their enterprises. Visit us at www.accenture.com



Job Summary


You will be aligned with our Insights & Intelligence vertical and help us generate insights by leveraging different analytics tools and techniques to deliver value to our clients. You will also help us apply your expertise in building world class solutions, conquering the business problems, addressing technical challenges using AI Platforms and technologies. You will be required to utilize the existing frameworks, standards, patterns to create architectural foundation and services necessary for AI applications that scale from multi-user to enterprise class and demonstrate self as an expert by actively blogging, publishing research papers and creating awareness in this emerging area.

In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant business value. This will involve creating models and processes to collect, distill and interpret data with a view to aid more informed decision making, examine and explore data from multiple sources with the goal of discovering insights which in turn can provide competitive advantage for our client.

You will be primarily using Python Programming Language to help build multiple programming paradigms including procedural, object-oriented and functional programming. You will have to write logical code for different projects and take a constructive and object orientated approach.

Roles and Responsibilities


In this role you are required to do analysis and solving of lower-complexity problems. Interaction is with peers within Accenture before updating supervisors. Likely has limited exposure with clients and/or Accenture management. Moderate level instruction on daily work tasks and detailed instructions on new assignments would be provided. Decisions impact own work and may impact the work of others . Individual contributor as a part of a team, with a focused scope of work. Please note that this role may require you to work in rotational shifts.",3.9,"Accenture
3.9",Mumbai,"Dublin, Ireland",10000+ employees,1989,Company - Public,Consulting,Business Services,₹500+ billion (INR)
16,Data Scientist,"ABB (ABBN: SIX Swiss Ex) is a pioneering technology leader with a comprehensive offering for digital industries. With a history of innovation spanning more than 130 years, ABB is today a leader in digital industries with four customer-focused, globally leading businesses.

Electrification, Industrial Automation, Motion, and Robotics & Discrete Automation, supported by its common ABB Ability™ digital platform. ABB’s market-leading Power Grids business will be divested to Hitachi in 2020. ABB operates in more than 100 countries with about 147,000 employees.

ABB Industrial Automation is writing the future of safe and smart operations. With our deep industry knowledge and automation expertise, we understand the needs of our customers and enable them to lead through safer, more productive, and energy-efficient operations.

Reporting to the Head- Solution & Value Engineering, you will be supporting to strategic corporate technology direction by focusing on solving industrial problems through reliable research work.Your responsibilitiesYour backgroundMore about usBring your very own sense of pride and purpose as you help us drive forward the Fourth Industrial Revolution – creating a sustainable future for our planet, and your career. Join ABB and harness the power of our diverse global network, as you collaborate with and learn from our world-class teams. Above all, challenge yourself every day. Let’s write the future, together.

Important, please include in your CV the following passage:

“I hereby agree for my personal data, included in my job application, to be processed in line with the needs of recruitment, in accordance with the Law on Personal Data Protection of 29th August 1997 (Law Gazette from 2002, No.101, heading 926, as amended)”",3.9,"ABB
3.9",Bengaluru,"Zurich, Switzerland",10000+ employees,1891,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,₹500+ billion (INR)
17,"Consultant, Data Science and Analytics","What We'll Bring:

TransUnion, a global information and insights company, is seeking a highly-skilled Consultant for its Data Science & Analytics team.

You will apply your analytical skills to work on all aspects of the account lifecycle in the consumer credit domain on behalf of a diverse set of clients, ranging from marketing and propensity models for customer acquisition and retention, fraud detection solutions, credit risk models for acquisition and account management, cross-sell applications, portfolio models for regulatory applications, event-based trigger solutions, and strategy analyses of various kinds. You will also develop complex analytic solutions to help streamline Transunion’s IT operations, improve data quality and customer experience partnering with other departments.

Advancement opportunities exist in both a technical and managerial track depending on the candidate’s desires and aptitudes.

What You'll Bring:

Protecting the health and wellness of our associates and candidates considering a career at TransUnion is our highest priority. In supporting this vision, our recruitment and new hire experience for this role is fully virtual for the time being. Candidates interviewing will get to know our team over the phone and video, and this role will operate virtually upon hire until we return to the office. Even though we’re not physically together right now, our goal is to provide you a supportive candidate and new hire experience that will immerse you in our culture and set you up for success at TransUnion.

Dynamics of the Role

TransUnion, a global information and insights company, is seeking a highly-skilled Consultant for its Data Science & Analytics team.

You will apply your analytical skills to work on all aspects of the account lifecycle in the consumer credit domain on behalf of a diverse set of clients, ranging from marketing and propensity models for customer acquisition and retention, fraud detection solutions, credit risk models for acquisition and account management, cross-sell applications, portfolio models for regulatory applications, event-based trigger solutions, and strategy analyses of various kinds. You will also develop complex analytic solutions to help streamline Transunion’s IT operations, improve data quality and customer experience partnering with other departments.

Advancement opportunities exist in both a technical and managerial track depending on the candidate’s desires and aptitudes.

The Team’s Focus

The Data Science & Analytics team is an industry-recognized, client-facing department that rewards an entrepreneurial spirit. We have deep technical expertise and an established reputation as an analytic solutions provider in the consumer identity and credit information space. We have a wealth of data and industry experience within our large group of highly-trained analysts, Data Scientists, engineers, and economists. We also have a modern computing environment based on best-in-class “big data” technologies and the freedom to explore new data sources and statistical and machine learning methodologies. All of these resources will enable you to help us deliver next-generation analytic solutions for our customers.

How You’ll Contribute

This position is responsible for developing data-driven solutions to challenging and complex problems related to IT infrastructure/ operations, data ingestion and quality control, and enhancing customer experience. You will also be responsible for consumer credit models, strategies, and business intelligence solutions through consulting engagements and research serving TransUnion and its clients. This position requires an understanding of consumer lending, credit risk management practices, IT operations and process engineering.

You will partner with internal and external cross-functional teams to drive new business initiatives and deliver long term value-added product propositions for B2B customers in the US financial services segment at TransUnion. This includes but is not limited to the development of predictive risk management and business intelligence solutions for credit card issuers, auto & mortgage lenders, collections agencies and retail banks.
You will lead analytic client engagements involving descriptive, predictive, and prescriptive leveraging a variety of techniques (e.g., segmentation, logistic regression, survival analysis, principal component analysis, Monte Carlo simulation, scenario and sensitivity analysis).
You will design and write programs for data extraction, segmentation and statistical analysis on large population datasets using languages such as R, SAS, Python, SQL, Hive, and Pig on Linux, PC, and mainframe computing platforms.
You will deliver analytic insights and recommendations in succinct and compelling presentations for internal and external customers and an executive audience.
You will develop project proposals, sales presentations, and promotional collateral to enable the adoption of integrated customer solutions supported by TransUnion.
You will identify strategies and opportunities for customers to test and adopt TransUnion’s analytic products and services.
You will provide mentorship and training to junior colleagues and maintain progress on all initiatives under limited direct supervision.
You will foster a high-performance culture and cultivate an environment that promotes excellence and reflects the TransUnion brand.

What You’ll Bring

Master’s or PhD degree in statistics, applied mathematics, financial mathematics, engineering, operations research, or another highly quantitative field. A track record of academic excellence
At least two (2) years of professional experience performing analytic work in Financial Services, Technology, or related industries. Experience applying advanced analytics to planning and infrastructure problems is preferred.
Multiple examples of demonstrated success in client-facing roles over a period of at least two (2) years
Ability to travel 10-20%
Strong analytical, critical thinking, and creative problem-solving skills
Advanced programming skills; mastery of a statistical language such as R or SAS; experience using other programming and data manipulation languages (SQL, Hive, Pig, Python, C/C++, Java); proficiency with Microsoft Office tools
Versatile interpersonal and communication style with the ability to effectively communicate at multiple levels within and outside the organization; ability to work in a collaborative, fast-paced environment
Strong project management skills with the ability to manage multiple assignments effectively
An understanding of current industry challenges and trends at the level needed to proactively identify customers’ analytical needs and related business opportunities

Impact You'll Make:

What We Offer

We aim high — and are reaching for new heights every day. This is a terrific time to join our team as we build on our commitment to integrity, service, reliability, and innovation. These values stand behind the decisions we make every day, as well as our relationships at work and with the customers we serve. We believe in the power to achieve and are taking it in bold new directions.

Who We Are

A global leader in credit information and information management services, TransUnion gives businesses, consumers and the global community the power to achieve their goals. Businesses count on us to better manage risk and customer relationships. Consumers are able to better manage credit to achieve their financial goals. And in communities around the world, we help build strong economies and give people the power to achieve their dreams.

Exceptional opportunities are coming as we build on this strong foundation. Our ambitious growth strategy includes substantial new investment worldwide, a wide range of new solutions to help our customers succeed like never before, and new ideas for expanding our reach in every part of our dynamic and fast-moving industry. We’re on an exciting journey and you can be a part of it.

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.

TransUnion Job Title

Consultant, Data Science and Analytics",4.0,"TransUnion
4.0",Chennai,"Chicago, IL",5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,₹100 to ₹500 billion (INR)
18,Data Scientist,"Job Title
Data Scientist

20-Jul-2020

No. of Positions
2

Job Description
General Position Definition
Incumbent is responsible for developing analytical models for projects collaborating with different business stakeholders & other partners and working across a range of technologies and tools.
The ideal candidate has strong background in quantitative skills (like statistics, mathematics, advanced computing, machine learning) and has applied those skills in solving real world problems across different businesses / functions.
Purpose
Develops analytics models using specialized tools based on the business problem and data available
Identifies the right set of models and develops the right code / package to execute them
Evaluates the validity of the model (both scientifically as well as from a business perspective)
Support the Data Science Team Lead in design and execution of analytics projects
Work with Shell stakeholders and subject matter experts to complete tasks and deliverables on projects
Skills
Stakeholder Engagement Skills
Working collaboratively across multiple sets of stakeholders – business SMEs, IT, Data teams, Analytics resources, etc. to deliver on project deliverables and tasks
Identify actionable insights that directly address challenges / opportunities
Articulate business insights and recommendations (based on model output) to respective stakeholders
Understanding business KPI's, frameworks and drivers for performance
Proficiency Level: Skill
Auto req ID
141665BR

Country of Work Location
India

Employment Type
Full Time

Company Description
The aim of the Shell Business Operations, Chennai is to provide the Group with operational excellence through highlighting and utilizing process improvements and functional efficiencies as well as by leveraging economies of scale. Currently, the Chennai centre provides a wide range of finance, accounting and business services to Shell operating companies across several business sectors globally.

Set up in September 2007, the Chennai centre has grown rapidly and now , in its fourth year of operations , it has crossed the 1600 staff mark. The centre is located in the RMZ Millennia Business Park, where the Shell campus is a LEED Platinum building with world class infrastructure. The business is expected to grow further over the next two years and infrastructural additions to support this have been planned.

The main focus in Chennai is on Finance Operations which supports delivery of the global Finance functional plan. There is also a ‘Downstream India’ - Customer Services Team that handles lubricant depot ordering within the country. The Shell Business Operations (SBO Team) manages the centre facilities and supports business partners’ operations on site. There is a strong focus at SBO on safety & well being of staff and on its three core values: Compliance, Intervention & Respect.

Disclaimer
Please note: We occasionally amend or withdraw Shell jobs and reserve the right to do so at any time, including prior to the advertised closing date.

Before applying, you are advised to read our data protection policy. This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch/Shell Group companies around the world.

The Shell Group and its approved recruitment consultants will never ask you for a fee to process or consider your application for a career with Shell. Anyone who demands such a fee is not an authorised Shell representative and you are strongly advised to refuse any such demand.

Shell is an Equal Opportunity Employer.

Work Location
Chennai - RMZ Millenia

Requirements
Industry / Functional Expertise
Provide deep business expertise preferably Oil & Gas - Upstream or Downstream businesses. (If these are not available, willing to consider other industries that are similar or related - manufacturing, mining, power generation, etc.)
functional expertise in any one or more of the following industry / functional areas
Customer / Marketing – pricing analytics, churn prediction, cross-sell / up-sell, Market Basket Analysis, Product Recommendation, Marketing Mix Modeling, Campaign design and effectiveness testing, Network Modeling, Customer segmentation, propensity analysis, customer lifetime value, profitability analysis, Customer experience (incl. voice of customer), CRM, Loyalty program management,
Online & Offline –Strong Campaign Analyses experience in both online & offline. Should have worked with multiple social media data, understands campaign effectiveness study and experienced in planning/targeting for CRM activities based on learning from previous activities, strong knowledge of all kinds of marketing data
Proficiency Level: Mastery
Modeling and Technology Skills
Deep expertise in machine learning techniques (supervised and unsupervised) statistics / mathematics / operations research including (but not limited to):
Advanced Machine learning techniques: Decision Trees, Neural Networks, Deep Learning, Support Vector Machines, Clustering, Bayesian Networks, Reinforcement Learning, Feature Reduction / engineering, Anomaly deduction, Natural Language Processing (incl. Theme deduction, sentiment analysis, Topic Modeling), Natural Language Generation
Statistics / Mathematics: Data Quality Analysis, Data identification, Hypothesis testing, Univariate / Multivariate Analysis, Cluster Analysis, Classification/PCA, Factor Analysis, Linear Modeling, Logit/Probit Model, Affinity & Association, Time Series, DoE, distribution / probability theory
Strong experience in specialized analytics tools and technologies (including, but not limited to)
Python, Azure Analysis Services
Spotfire, PowerBI
Awareness of Data Bricks, Apache Spark, Hadoop
Awareness of Agile / Scrum ways of working
Identify the right modeling approach(es) for given scenario and articulate why the approach fits
Assess data availability and modeling feasibility
Review interpretation of models results
Evaluate model fit and based on business / function scenario
Proficiency Level: Skill-to-Mastery
Special Challenges
Rapid onboarding on projects, understanding analytics goal and working with ill-defined datasets
Communicating technical jargon in plain English to colleagues within Data Science team and outside
Virtual working with network of colleagues located throughout the globe
Dimensions
Support design and delivery of analytics projects, within or cutting across upstream and downstream business units in Shell
Experience
5+ years of relevant experience in Retail domain
Advanced university degree in Mathematics, Statistics, Engineering, Economics, Quantitative Finance, OR, etc.
Good interpersonal communication skills and influencing skills
Eagerness to learn and ability to work with limited supervision
SBO Location
Chennai

City, State (if applicable)
Chennai",4.0,"Shell
4.0",Chennai,"Houston, TX",10000+ employees,1907,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",₹500+ billion (INR)
19,Data Scientist,"Bottomline is at the forefront of digital transformation. We are a growing global market leader uniquely equipped to address the changing needs of how businesses pay and get paid. Our culture of Working with and for each other enables us to delight our customers. We empower our teams to think like owners driving customer delight, helping them grow their business and win in their markets.

We are looking for Data Scientist to innovate, win, and grow with us in Bangalore, India.

As a member of Central Data & Analytics Team, you will be developing software to be used for a range of machine learning and data mining techniques, including predictive modeling, anomaly detection, customer profiling and segmentation, recommendations, text analytics, and big data analytics in solving our business problems. You will take an idea from conception and experimentation to design and implementation to deployment and production. In this role, you will interact with a team of experts in Machine Learning and Data Mining.

How you'll contribute:
Exposure to the sate-of-the-art of data analytics products and solutions.
Ability to prototype statistical analysis algorithms
Experience in coding structures for storing and processing complex, high volume, and multi-dimensional data
Experience in optimizing space/time tradeoffs for computationally expensive processes
Exposure to different Machine Learning techniques
Familiar with Agile software development process.
What will make you successful:
At least 2 years' professional experience in with major programming languages such as Java, Python, Scala
A completed graduate degree in Computer Science, Engineering or any other heavily numerate subject
Understanding of the full software development lifecycle (conduct data analysis and build large-scale machine-learning models/pipelines)
Experience in Big Data technologies (Hadoop, Spark), large relational and NoSQL databases
Experience in data pre-processing, Machine Learning, and data visualization
Experience in quantitative analysis and translation of findings into actionable insights
Outstanding communication and presentational skills
You'll love Botttomline because in everything we do we seek to delight our customers and we are passionate about building a company of which we can all be proud, and this starts with building amazing teams filled with team members that challenge you every day.

Start your #LifeAtBT

Public cloud AWS, ML, DL, NPL, Python, Java, Scala, Hadoop, Spark, Docker, Kubernetes, Agile, Scrum",3.7,"Bottomline Technologies
3.7",Bengaluru,"Portsmouth, NH",1001 to 5000 employees,1989,Company - Public,Computer Hardware & Software,Information Technology,₹10 to ₹50 billion (INR)
20,Data Scientist,"The Opportunity


This mid-level Data scientist role provides an opportunity to be a part of the Near’s Data Science team. You’ll join a team of experts in application of data science models for a location intelligence platform. They carry out R&D, prototyping, development and deployment of best-in-class AdTech and MarTech data science solutions. The role requires to partner with key decision makers in business, product and engineering teams within the company. You will design, develop and craft narratives that help us understand the user base and pitch the product to our clients.

You will be part of one of the fastest growing Enterprise SaaS companies, where you are given the freedom to experiment and innovate new winning ways – a great opportunity for people who can work independently and are self-driven.

Tasks include
Developing core data science models and capabilities that power the Near Location Intelligence Platform and associated products.
Applying various data science methods such as time series, causal inference, experiments, machine learning, modeling, and forecasting to understand the most important aspects of our product, users, and business.
Use advanced data analytics including processing structured (payments, telecom, page clicks etc) and unstructured data in multiple formats (text, audio, video) spanning multiple domains including user profile data, geo-spatial data, network data and retail data.
Research and create intellectual property for the company that will benefit Near and its partners.
Use nonparametric and probabilistic models to generate insights keeping in mind the bias- variance trade-off.
Work closely with the Engineering team to operationalize and deploy the models.
Partner with technology and the business team to build a superior data quality pipeline that will feed the models.
Understand and prioritize the data science work based on cost effectiveness and leverage time management skills.
Attend conferences and organize workshops/meet-ups to be in touch with the data science community.

Skills and Requirements
You should hold a degree in M.Tech/MS/PhD in quantitative field (e.g. Computer Science, Econometrics, STEM fields) a plus.
Overall 3-6 years of experience with at least 3 years of working experience in any data driven company/platform, developing data science models and quantitative models.
Must have thorough mathematical knowledge of correlation/causation, decision trees, classification and regression models, recommenders, probability and stochastic processes, distributions, priors and posteriors.
Understand the model lifecycle of cleansing/standardizing raw data, feature creation/selection.
Write complex transformation logic to generate independent and dependent variables, model selection, tuning, A/B testing and generating production ready code.
Knowledge of Numerical optimization, Linear/Non-linear/Integer programming, Statistics, Combinatorial optimization is a plus.
Familiarity with R, Apache Spark (Java, Scala, Python), PrestoDB, AWS Cloud, PyMC3/theano/tensorflow and other scientific python/R modules is a plus.
Need to be comfortable writing code for model building and bootstrap, test and own models through their lifecycle including devops and deploying into cloud.
Candidate is expected to have exceptional problem solving, analytical and organisation skills with a detail-oriented attitude.
Must have completed academic projects in data science experimenting with raw data and generating insights, publications are a plus.",4.7,"Near.co
4.7",Bengaluru,"Singapore, Singapore",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
